id_cliente;genero;casado;edad;graduado;profesion;experiencia_laboral;clasificacion_gasto;integrantes_familia;categoria_cliente;grupo_segmentacion
466938;Hombre;1;63;1;Artista;8;1;1;Cat_6;A
460671;Hombre;1;35;0;Entertainment;8;2;4;Cat_3;B
462204;Mujer;0;19;0;Marketing;1;1;3;Cat_4;A
461671;Hombre;0;32;0;Personal de salud;7;1;5;Cat_6;D
459384;Hombre;1;52;1;Artista;0;2;3;Cat_6;C
459905;Mujer;1;36;1;Artista;5;1;2;Cat_6;C
464734;Mujer;0;42;0;Entertainment;7;1;3;Cat_4;D
464125;Hombre;1;40;0;Doctor;0;2;2;Cat_3;D
467434;Hombre;0;39;1;Entertainment;0;1;3;Cat_1;B
460956;Mujer;1;47;1;Artista;1;2;4;Cat_3;C
465179;Mujer;1;61;1;Artista;1;3;2;Cat_6;C
463338;Hombre;1;32;0;Entertainment;1;1;2;Cat_3;D
467066;Hombre;1;55;0;Artista;0;1;1;Cat_6;B
463845;Hombre;1;58;1;Artista;0;2;1;Cat_6;D
459976;Mujer;0;38;1;Artista;0;1;1;Cat_6;D
461334;Hombre;1;63;1;Artista;0;3;2;Cat_6;C
465108;Hombre;1;58;1;Doctor;1;2;2;Cat_6;C
462600;Hombre;1;30;0;Ingeniero;3;2;3;Cat_4;D
464144;Hombre;1;60;1;Artista;0;2;4;Cat_6;C
466911;Hombre;1;68;0;Ejecutivo;1;3;7;Cat_6;B
462806;Hombre;1;52;0;Artista;0;1;3;Cat_4;A
463426;Hombre;1;38;0;Ejecutivo;0;3;5;Cat_6;A
464065;Mujer;1;35;1;Personal de salud;10;1;2;Cat_6;B
462979;Hombre;0;18;0;Doctor;1;1;2;Cat_6;D
462834;Hombre;1;30;1;Constructor;3;1;2;Cat_1;D
460764;Hombre;0;86;0;Abogado;1;1;1;Cat_6;D
466466;Mujer;0;19;0;Personal de salud;6;1;5;Cat_3;D
460185;Hombre;0;25;0;Personal de salud;9;1;3;Cat_6;D
459749;Hombre;1;59;1;Entertainment;0;1;4;Cat_4;A
464406;Mujer;0;39;1;Artista;0;1;1;Cat_6;A
467758;Mujer;1;50;1;Doctor;1;1;0;Cat_6;B
462059;Hombre;0;47;1;Artista;1;1;1;Cat_6;C
467905;Hombre;1;43;1;Ejecutivo;0;3;3;Cat_6;D
461177;Hombre;1;36;0;Ejecutivo;8;2;4;Cat_1;B
460765;Hombre;1;80;0;Abogado;1;1;1;Cat_6;D
465386;Hombre;0;36;1;Artista;0;1;2;Cat_2;C
465827;Hombre;0;27;0;Desconocida;2;1;7;Cat_4;D
462332;Mujer;1;37;1;Artista;1;3;2;Cat_7;A
464481;Hombre;1;46;1;Ejecutivo;0;3;3;Cat_6;C
461011;Hombre;1;55;0;Ejecutivo;1;3;4;Cat_3;B
464749;Mujer;1;47;0;Ingeniero;9;2;4;Cat_4;B
461094;Mujer;0;28;1;Personal de salud;1;1;3;Cat_3;D
462104;Hombre;1;39;0;Entertainment;9;1;2;Cat_3;D
464524;Mujer;1;27;0;Marketing;1;1;2;Cat_6;A
466295;Mujer;1;42;0;Ingeniero;0;1;0;Cat_6;A
461787;Hombre;1;72;1;Artista;0;2;2;Cat_6;C
467857;Mujer;1;28;1;Ingeniero;0;1;2;Cat_6;A
460153;Hombre;0;35;1;Entertainment;8;1;5;Cat_6;C
465215;Hombre;1;39;1;Ejecutivo;9;3;5;Cat_2;A
466746;Mujer;1;69;1;Abogado;0;3;2;Cat_6;C
464857;Hombre;0;18;0;Personal de salud;6;1;4;Cat_4;D
459478;Hombre;1;46;1;Artista;0;1;1;Cat_6;A
460723;Mujer;1;50;1;Ingeniero;1;3;2;Cat_4;B
459853;Hombre;0;30;0;Ejecutivo;5;1;5;Cat_6;A
459390;Mujer;0;41;0;Artista;0;1;2;Cat_6;B
460410;Mujer;0;39;1;Artista;3;1;4;Cat_6;D
463823;Mujer;0;29;0;Marketing;8;1;4;Cat_6;D
462008;Mujer;1;37;1;Artista;4;1;4;Cat_5;B
459750;Mujer;1;39;1;Ingeniero;0;2;2;Cat_6;A
459880;Mujer;1;48;1;Artista;0;2;5;Cat_7;C
459261;Mujer;0;32;1;Doctor;0;1;3;Cat_6;C
465656;Hombre;1;78;0;Abogado;1;1;0;Cat_6;B
465395;Mujer;1;43;0;Ingeniero;0;2;5;Cat_4;B
461631;Hombre;0;29;0;Marketing;8;1;5;Cat_6;C
464904;Mujer;1;28;0;Ingeniero;9;2;2;Cat_4;A
461740;Hombre;1;80;1;Abogado;1;1;1;Cat_6;B
467092;Mujer;0;28;1;Personal de salud;7;1;4;Cat_6;D
464173;Hombre;1;71;1;Artista;6;2;3;Cat_6;C
464972;Hombre;1;67;0;Abogado;0;3;9;Cat_4;A
467959;Mujer;0;26;0;Ingeniero;0;1;1;Cat_2;A
467688;Mujer;1;47;1;Ingeniero;0;2;2;Cat_6;C
460043;Mujer;1;43;1;Artista;2;2;2;Cat_6;B
466590;Mujer;0;27;1;Personal de salud;0;1;4;Cat_6;C
461191;Mujer;1;45;1;Marketing;8;1;4;Cat_6;D
465662;Hombre;1;76;0;Ejecutivo;1;1;1;Cat_6;C
459231;Mujer;1;43;1;Artista;3;2;4;Cat_6;C
466495;Mujer;1;78;1;Abogado;1;3;2;Cat_6;B
459192;Hombre;1;35;1;Artista;3;2;3;Cat_6;C
465710;Mujer;0;49;1;Artista;1;1;1;Cat_6;C
460258;Mujer;0;25;1;Personal de salud;1;1;5;Cat_6;D
462813;Hombre;1;37;0;Ejecutivo;0;2;5;Cat_6;A
463595;Mujer;0;32;0;Personal de salud;1;1;5;;C
467768;Hombre;1;60;1;Doctor;0;2;2;Cat_6;C
465291;Mujer;1;45;1;Artista;5;2;3;Cat_6;C
462996;Mujer;1;49;1;Constructor;9;2;3;Cat_6;C
463497;Hombre;0;32;1;Artista;0;1;5;Cat_6;D
465301;Mujer;1;40;1;Artista;0;1;3;Cat_3;B
464702;Hombre;1;59;0;Artista;2;2;2;Cat_4;C
459012;Hombre;1;48;1;Artista;3;1;5;Cat_6;B
465053;Hombre;1;82;1;Ejecutivo;0;3;2;Cat_6;C
459420;Mujer;1;70;1;Abogado;0;1;2;Cat_6;B
464166;Hombre;0;31;1;Artista;5;1;2;Cat_6;B
458987;Mujer;1;72;1;Abogado;0;3;2;Cat_6;C
467745;Hombre;1;50;1;Artista;3;2;4;Cat_6;C
464866;Mujer;0;23;0;Ingeniero;11;1;1;Cat_3;D
461081;Mujer;0;20;0;Personal de salud;2;1;6;Cat_6;D
467896;Mujer;0;22;0;Personal de salud;4;1;3;Cat_6;D
463991;Mujer;0;31;1;Ingeniero;8;1;1;Cat_6;A
466620;Mujer;1;36;1;Artista;7;2;2;Cat_6;C
462594;Hombre;1;52;0;Entertainment;0;2;5;Cat_4;B
462206;Mujer;0;29;1;Artista;0;1;1;Cat_4;B
460697;Hombre;1;40;1;Artista;4;2;4;Cat_6;C
467934;Mujer;0;40;1;Artista;1;1;1;Cat_6;A
460054;Hombre;1;38;1;Artista;0;1;2;Cat_6;C
459576;Mujer;1;85;0;Abogado;0;1;0;;A
467910;Mujer;0;21;0;Doctor;1;1;3;Cat_7;A
467335;Mujer;1;41;0;Ingeniero;4;2;2;Cat_6;D
460263;Hombre;1;40;1;Artista;0;1;2;Cat_6;B
459340;Hombre;1;53;1;Artista;1;2;3;Cat_6;B
465622;Mujer;1;42;1;Artista;5;1;2;Cat_6;C
459395;Hombre;1;42;0;Ejecutivo;8;1;2;Cat_6;D
467539;Hombre;1;48;1;Artista;0;2;4;Cat_7;C
466574;Hombre;1;59;1;Artista;7;1;2;Cat_6;C
466544;Hombre;1;41;1;Ejecutivo;1;2;3;Cat_6;A
463610;Mujer;1;31;1;Artista;0;2;2;Cat_6;A
465539;Mujer;1;49;1;Artista;1;3;5;Cat_6;B
459823;Hombre;1;67;1;Ejecutivo;1;1;2;Cat_6;A
467614;Hombre;1;35;0;Artista;4;2;2;Cat_6;B
459073;Mujer;0;26;1;Personal de salud;0;1;3;Cat_6;C
466065;Hombre;0;19;0;Personal de salud;9;1;3;Cat_3;D
464863;Mujer;1;25;0;Ingeniero;6;2;8;Cat_4;D
460022;Mujer;1;39;1;Personal de salud;4;1;2;Cat_6;A
459929;Hombre;1;63;1;Entertainment;0;1;2;Cat_6;A
466613;Hombre;0;23;0;Personal de salud;8;1;3;Cat_6;D
461149;Mujer;0;23;0;Personal de salud;0;1;3;Cat_3;D
466068;Mujer;1;53;1;Artista;2;1;1;Cat_6;C
461513;Hombre;0;33;1;Doctor;0;1;2;Cat_6;B
464761;Mujer;1;50;0;Ingeniero;0;2;4;Cat_2;B
466236;Mujer;1;69;1;Ingeniero;0;1;2;Cat_4;B
459664;Hombre;0;37;1;Artista;2;1;1;Cat_6;B
461967;Mujer;0;20;0;Marketing;3;1;4;Cat_7;C
460516;Mujer;0;85;0;Abogado;0;3;1;Cat_3;C
461710;Mujer;1;49;1;Doctor;1;2;4;Cat_6;C
462742;Hombre;0;18;0;Personal de salud;0;1;3;Cat_3;D
459528;Mujer;1;52;1;Doctor;0;2;2;Cat_6;C
462691;Hombre;1;25;0;Doctor;0;2;2;Cat_4;B
462934;Hombre;1;56;0;Ejecutivo;0;3;2;Cat_6;A
465837;Hombre;0;62;1;Desconocida;0;1;1;Cat_6;A
464613;Mujer;0;35;0;Artista;0;1;3;Cat_6;B
467515;Hombre;1;28;1;Ingeniero;0;2;2;Cat_6;A
463429;Mujer;0;28;1;Artista;7;1;3;Cat_6;A
464024;Hombre;0;20;0;Personal de salud;0;1;5;Cat_7;D
460691;Mujer;0;27;0;Constructor;8;1;1;Cat_3;D
461825;Mujer;0;56;0;Ingeniero;0;1;1;Cat_6;A
467271;Hombre;1;45;1;Artista;4;2;4;Cat_6;B
465634;Hombre;0;25;1;Personal de salud;1;1;4;Cat_4;B
464801;Hombre;0;40;0;Marketing;1;1;1;Cat_4;D
459429;Mujer;1;25;1;Personal de salud;0;1;2;Cat_6;D
459888;Mujer;1;74;0;Abogado;0;3;2;Cat_6;D
463467;Mujer;0;23;0;Personal de salud;0;1;4;;D
462036;Mujer;1;67;1;Abogado;0;3;2;Cat_6;B
461282;Hombre;0;21;0;Personal de salud;0;1;4;;D
460448;Mujer;0;38;1;Artista;9;1;1;Cat_3;A
464464;Hombre;0;28;0;Personal de salud;0;1;4;Cat_2;C
462410;Mujer;0;32;0;Personal de salud;1;1;5;Cat_7;B
467252;Mujer;0;33;1;Desconocida;0;1;4;;D
459756;Mujer;1;56;0;Abogado;1;3;4;Cat_4;B
463789;Mujer;1;53;1;Artista;1;1;2;Cat_6;C
466947;Hombre;1;57;0;Ejecutivo;1;3;5;Cat_6;C
464150;Mujer;1;59;1;Artista;0;2;3;Cat_6;C
465693;Mujer;1;25;1;Personal de salud;1;3;4;Cat_4;A
461670;Hombre;1;59;1;Artista;0;2;6;Cat_6;C
466768;Mujer;1;36;1;Artista;0;1;4;Cat_6;C
461550;Hombre;1;37;1;Entertainment;7;1;2;Cat_6;A
462438;Hombre;0;22;0;Doctor;1;1;3;Cat_2;D
460704;Hombre;1;43;1;Artista;1;1;2;Cat_6;B
464884;Hombre;1;41;1;Artista;1;1;2;Cat_4;A
467050;Mujer;0;21;0;Ingeniero;0;1;5;Cat_2;B
460738;Mujer;0;49;0;Ingeniero;1;1;0;Cat_7;A
466176;Hombre;0;38;1;Doctor;8;1;1;Cat_2;B
459488;Hombre;1;47;0;Artista;0;2;4;Cat_6;A
467773;Hombre;1;70;1;Abogado;1;3;3;Cat_6;C
465425;Mujer;0;31;0;Ingeniero;1;1;4;Cat_6;B
462318;Mujer;1;82;0;Abogado;0;2;2;Cat_6;A
466078;Mujer;1;51;0;Ejecutivo;0;1;1;Cat_6;A
460792;Mujer;0;42;0;Constructor;11;1;0;Cat_6;A
460197;Hombre;0;38;1;Artista;8;1;3;Cat_2;A
459375;Hombre;1;18;0;Ejecutivo;0;3;4;Cat_6;A
463862;Hombre;1;50;1;Artista;6;2;3;Cat_6;C
460144;Mujer;0;46;1;Doctor;1;1;0;Cat_3;A
462721;Mujer;1;72;0;Abogado;1;3;3;Cat_6;D
459637;Mujer;0;33;0;Ingeniero;0;1;4;Cat_6;C
465809;Mujer;0;25;0;Constructor;1;1;7;Cat_4;B
466915;Mujer;1;75;0;Entertainment;2;3;2;Cat_2;D
467343;Hombre;0;72;1;Artista;1;1;1;Cat_6;B
466268;Mujer;1;72;1;Artista;0;2;3;Cat_4;C
464868;Hombre;1;36;1;Entertainment;6;1;6;Cat_4;A
464038;Hombre;1;40;1;Artista;1;1;2;Cat_6;A
460176;Mujer;0;28;1;Entertainment;0;1;4;Cat_6;C
462161;Mujer;0;28;1;Doctor;0;1;3;Cat_6;D
464841;Hombre;0;19;0;Entertainment;0;3;3;Cat_4;D
464893;Hombre;1;43;1;Artista;0;1;2;Cat_4;B
464443;Mujer;1;35;1;Artista;1;2;2;Cat_6;B
467619;Hombre;1;65;1;Abogado;1;3;2;Cat_6;B
465974;Hombre;1;52;1;Ejecutivo;7;3;4;Cat_4;C
462075;Mujer;0;40;1;Artista;1;1;1;Cat_6;B
459494;Mujer;1;69;0;Ingeniero;9;1;3;Cat_6;A
466921;Mujer;0;22;0;Personal de salud;3;1;3;Cat_6;D
463544;Hombre;1;47;1;Ejecutivo;1;2;4;Cat_6;C
461167;Hombre;1;29;1;Marketing;1;3;2;Cat_3;A
467364;Hombre;1;46;1;Artista;1;2;3;Cat_3;C
462408;Hombre;0;32;1;Artista;1;1;2;Cat_6;A
466224;Mujer;0;38;1;Personal de salud;0;1;1;Cat_2;C
465151;Hombre;1;59;1;Artista;0;1;1;Cat_6;B
467216;Mujer;0;26;1;Entertainment;1;1;1;Cat_6;D
460586;Hombre;0;26;1;Personal de salud;1;1;2;Cat_3;A
461197;Hombre;0;28;0;Marketing;0;1;1;Cat_3;D
462776;Mujer;1;53;1;Ingeniero;1;2;3;Cat_6;C
465058;Mujer;0;43;0;Entertainment;0;1;1;Cat_6;B
464088;Hombre;0;27;0;Doctor;1;1;3;Cat_6;D
459471;Mujer;0;32;0;Artista;0;1;8;Cat_6;C
464695;Hombre;0;26;0;Ingeniero;0;1;4;Cat_4;D
462331;Mujer;0;31;0;Entertainment;0;1;2;Cat_6;D
466523;Hombre;1;39;1;Ejecutivo;1;3;3;Cat_3;B
465337;Mujer;1;43;0;Ingeniero;1;1;3;Cat_7;A
460834;Hombre;1;25;0;Doctor;1;1;2;Cat_1;A
466824;Hombre;1;40;1;Artista;3;3;3;Cat_6;A
461607;Mujer;1;40;1;Entertainment;7;2;2;Cat_3;B
465091;Hombre;1;63;1;Entertainment;0;2;3;Cat_6;C
459532;Mujer;1;27;1;Personal de salud;0;1;2;Cat_6;D
466999;Hombre;0;27;1;Personal de salud;1;1;3;Cat_6;D
466597;Mujer;0;19;0;Personal de salud;1;1;2;Cat_6;D
464075;Mujer;1;86;1;Abogado;0;3;2;Cat_6;B
463394;Hombre;1;41;1;Marketing;0;3;2;Cat_6;B
462163;Mujer;1;27;1;Artista;4;2;2;Cat_3;C
463895;Mujer;1;70;0;Doctor;0;2;2;Cat_6;B
464767;Mujer;1;53;0;Ingeniero;8;2;4;Cat_4;B
464763;Mujer;1;49;0;Ingeniero;0;2;4;Cat_4;B
460718;Hombre;1;55;0;Ejecutivo;3;1;0;Cat_4;D
461989;Mujer;0;57;1;Ingeniero;0;2;4;Cat_2;C
466374;Hombre;1;83;0;Abogado;0;1;1;Cat_4;B
463738;Hombre;1;43;0;Ejecutivo;0;3;4;Cat_6;A
465967;Hombre;1;36;0;Doctor;6;1;3;Cat_6;A
462260;Hombre;1;74;1;Abogado;0;1;2;Cat_6;C
467234;Mujer;0;30;0;Constructor;0;1;4;Cat_6;D
466573;Mujer;0;37;1;Artista;5;1;2;Cat_6;B
463229;Mujer;0;22;0;Marketing;0;1;1;Cat_5;B
459768;Hombre;0;19;0;Personal de salud;0;1;4;Cat_6;D
462541;Hombre;1;70;1;Ingeniero;4;3;2;Cat_6;B
467714;Hombre;1;89;1;Abogado;13;1;1;Cat_6;A
467730;Hombre;0;18;0;Personal de salud;0;1;4;Cat_6;D
459474;Hombre;0;25;1;Doctor;6;1;1;Cat_2;D
460093;Mujer;0;45;1;Artista;4;1;1;Cat_3;A
467865;Mujer;0;35;1;Artista;3;1;1;Cat_4;A
465758;Mujer;1;37;0;Ingeniero;7;1;1;Cat_4;D
464184;Mujer;1;39;0;Ingeniero;4;2;2;Cat_6;B
462618;Mujer;0;32;1;Personal de salud;1;1;5;Cat_4;D
464226;Mujer;1;62;1;Artista;2;2;3;Cat_6;C
465432;Mujer;1;58;1;Ingeniero;0;2;4;Cat_4;B
464087;Mujer;0;32;0;Ingeniero;0;1;4;Cat_6;C
466627;Hombre;0;25;0;Personal de salud;0;1;5;Cat_6;C
467380;Mujer;1;56;1;Artista;0;2;4;Cat_6;C
465842;Mujer;0;36;1;Entertainment;10;1;2;Cat_6;A
464622;Mujer;0;30;0;Personal de salud;8;1;3;Cat_6;A
462083;Hombre;0;19;0;Personal de salud;1;1;5;Cat_6;D
460910;Hombre;0;27;1;Personal de salud;0;1;2;Cat_6;A
460255;Mujer;0;38;1;Doctor;14;1;1;Cat_6;A
460109;Hombre;1;46;1;Artista;8;2;2;Cat_6;C
464306;Hombre;0;29;1;Artista;3;1;1;Cat_6;B
466835;Hombre;1;51;0;Entertainment;1;2;4;Cat_7;B
465192;Hombre;1;55;0;Artista;0;1;1;Cat_6;A
463380;Mujer;1;69;1;Ingeniero;1;1;1;Cat_3;A
462391;Mujer;0;26;0;Personal de salud;1;1;8;Cat_7;C
467086;Mujer;1;83;1;Abogado;0;1;3;Cat_6;A
460306;Mujer;0;39;1;Personal de salud;9;1;1;Cat_6;D
460752;Hombre;1;35;1;Artista;9;1;1;Cat_6;A
467264;Hombre;1;19;0;Marketing;2;3;5;Cat_6;C
461646;Mujer;1;60;1;Artista;0;3;4;Cat_6;C
463570;Hombre;1;35;1;Artista;0;2;4;Cat_6;C
465277;Mujer;0;53;1;Ingeniero;0;1;1;Cat_6;B
467426;Mujer;1;86;0;Abogado;0;1;0;Cat_6;B
466258;Mujer;0;29;0;Personal de salud;1;1;3;Cat_6;B
463719;Mujer;0;26;0;Doctor;0;1;1;Cat_6;D
460032;Hombre;0;36;1;Ingeniero;8;1;1;Cat_6;A
465175;Mujer;0;22;0;Constructor;0;1;4;Cat_6;D
466610;Hombre;0;19;0;Marketing;0;1;5;Cat_6;A
459036;Mujer;1;20;1;Abogado;1;2;3;Cat_3;A
464047;Hombre;0;43;1;Personal de salud;3;1;3;Cat_6;D
459496;Mujer;0;42;1;Artista;0;1;3;Cat_6;A
459997;Hombre;0;43;1;Entertainment;1;1;2;Cat_4;A
463382;Mujer;1;50;1;Ingeniero;4;3;3;Cat_6;B
460967;Hombre;0;25;1;Entertainment;1;1;2;Cat_6;A
465094;Hombre;1;61;0;Artista;1;3;2;Cat_6;B
461229;Mujer;1;28;1;Personal de salud;0;2;2;Cat_6;A
466442;Hombre;0;38;1;Artista;1;1;1;Cat_6;D
464527;Hombre;0;25;0;Ejecutivo;12;1;3;Cat_6;A
463560;Mujer;0;18;0;Personal de salud;9;1;5;Cat_4;D
460011;Hombre;1;43;1;Entertainment;1;2;5;Cat_5;C
467207;Mujer;0;27;1;Artista;8;1;1;Cat_6;B
465177;Mujer;0;60;1;Entertainment;1;1;2;Cat_6;D
467531;Hombre;1;75;1;Abogado;2;1;1;Cat_6;D
465409;Mujer;0;31;0;Doctor;0;1;4;Cat_6;D
462842;Hombre;0;23;0;Doctor;6;1;4;Cat_2;D
462124;Hombre;0;36;1;Artista;8;1;1;Cat_6;A
466265;Hombre;0;30;0;Doctor;1;1;1;Cat_3;C
459789;Hombre;1;56;0;Artista;1;2;2;Cat_6;C
464223;Mujer;1;52;1;Artista;2;1;2;Cat_6;C
460280;Hombre;1;39;1;Entertainment;0;1;1;Cat_6;D
460331;Mujer;0;35;0;Artista;5;1;1;Cat_6;A
461494;Hombre;1;33;0;Ingeniero;0;2;2;Cat_6;B
460035;Mujer;0;25;1;Artista;0;1;6;Cat_6;A
463812;Mujer;1;27;1;Artista;0;2;2;Cat_4;B
465569;Hombre;1;35;1;Artista;1;3;3;Cat_6;A
466333;Mujer;1;41;1;Artista;1;2;2;Cat_6;C
467668;Mujer;1;49;1;Artista;0;2;3;Cat_7;C
462723;Mujer;1;46;0;Artista;8;2;2;Cat_6;B
460909;Mujer;0;31;0;Personal de salud;0;1;2;Cat_6;D
467777;Hombre;0;49;1;Doctor;0;1;1;Cat_6;C
462404;Mujer;0;26;1;Artista;9;1;1;Cat_6;A
461799;Hombre;1;43;1;Doctor;13;3;2;Cat_6;B
459933;Mujer;1;30;1;Artista;8;1;4;Cat_6;A
463717;Mujer;1;70;1;Artista;1;2;4;Cat_6;C
463652;Mujer;0;28;1;Artista;0;1;1;Cat_6;D
462149;Mujer;1;89;0;Abogado;3;3;1;Cat_6;D
462769;Mujer;1;42;0;Constructor;6;3;4;Cat_6;B
465532;Mujer;1;37;1;Entertainment;6;2;3;Cat_4;A
462829;Hombre;1;29;0;Ejecutivo;1;2;3;Cat_6;D
459210;Mujer;1;68;1;Artista;1;3;2;Cat_6;C
464659;Mujer;0;25;0;Ingeniero;1;1;1;Cat_4;D
461411;Hombre;0;29;0;Personal de salud;1;1;0;Cat_6;D
467759;Mujer;1;48;1;Doctor;0;1;2;Cat_6;C
461475;Mujer;1;51;1;Doctor;1;2;3;Cat_1;C
462714;Mujer;1;40;1;Ingeniero;1;3;5;Cat_2;B
466890;Hombre;1;47;1;Artista;0;2;6;Cat_7;B
462888;Hombre;1;39;1;Ejecutivo;0;3;3;Cat_6;B
467479;Hombre;1;35;1;Ejecutivo;1;2;4;Cat_6;C
466799;Mujer;0;19;0;Personal de salud;2;1;3;Cat_6;D
466557;Mujer;0;21;0;Personal de salud;7;1;0;Cat_6;D
460873;Hombre;1;46;1;Entertainment;0;2;3;Cat_4;B
466776;Hombre;1;86;1;Abogado;0;1;1;Cat_6;B
459462;Hombre;1;66;1;Artista;0;3;2;Cat_6;B
465727;Hombre;0;42;0;Marketing;1;1;5;Cat_4;D
