id_cliente;genero;casado;edad;graduado;profesion;experiencia_laboral;clasificacion_gasto;integrantes_familia;categoria_cliente;grupo_segmentacion
459270;Hombre;1;69;1;Constructor;1;3;2;Cat_6;B
459284;Mujer;1;71;1;Abogado;1;3;2;Cat_6;C
459287;Hombre;0;43;1;Abogado;0;1;1;Cat_4;C
459288;Hombre;1;37;1;Artista;0;1;2;Cat_6;A
459289;Hombre;0;42;1;Doctor;0;1;1;Cat_6;B
459290;Mujer;1;70;1;Doctor;1;2;2;Cat_6;C
459292;Hombre;0;46;1;Artista;0;1;2;Cat_6;B
459293;Hombre;0;21;0;Personal de salud;0;1;0;Cat_1;C
459296;Hombre;1;70;1;Artista;0;2;2;Cat_6;B
459300;Mujer;1;61;1;Artista;1;1;0;Cat_6;B
459307;Hombre;1;60;1;Entertainment;1;1;1;Cat_6;C
459310;Hombre;0;37;1;Entertainment;0;1;2;Cat_2;B
459316;Hombre;1;30;1;Personal de salud;1;1;2;Cat_6;A
459318;Mujer;0;32;1;Ingeniero;1;1;3;Cat_6;D
459320;Hombre;1;26;1;Ejecutivo;0;1;3;Cat_6;D
459322;Hombre;0;42;1;Marketing;0;1;1;Cat_6;A
459323;Mujer;0;18;0;Doctor;0;1;0;Cat_6;D
459338;Hombre;1;80;0;Ejecutivo;0;1;0;Cat_6;D
459339;Hombre;1;29;1;Personal de salud;8;3;2;Cat_6;C
459344;Mujer;1;88;1;Artista;1;3;2;Cat_6;D
459347;Hombre;1;70;1;Abogado;1;1;1;Cat_6;A
459349;Mujer;1;50;1;Artista;1;3;4;Cat_6;B
459352;Hombre;1;43;1;Doctor;4;2;4;Cat_3;B
459353;Hombre;1;51;1;Artista;6;2;2;Cat_6;B
459354;Mujer;1;50;1;Artista;0;3;3;Cat_6;B
459355;Mujer;1;74;0;Constructor;0;1;1;Cat_6;B
459360;Mujer;0;29;1;Personal de salud;0;1;3;Cat_6;A
459361;Mujer;0;32;1;Ingeniero;0;1;2;Cat_6;D
459362;Hombre;1;60;0;Ejecutivo;0;1;2;Cat_6;D
459363;Hombre;0;46;1;Artista;2;1;1;Cat_6;C
459364;Mujer;1;81;1;Marketing;0;1;2;Cat_6;B
459369;Hombre;1;41;0;Ingeniero;0;2;7;Cat_4;A
459375;Hombre;1;22;0;Ejecutivo;0;3;4;Cat_6;A
459377;Hombre;1;37;1;Artista;0;2;3;Cat_6;D
459383;Hombre;1;43;0;Ingeniero;0;1;1;Cat_6;D
459384;Hombre;1;50;1;Artista;1;2;3;Cat_6;D
459385;Mujer;1;35;1;Artista;1;2;2;Cat_7;A
459386;Hombre;1;65;0;Abogado;1;3;2;Cat_6;C
459391;Mujer;0;41;1;Ingeniero;0;1;4;Cat_6;B
459394;Hombre;0;28;0;Entertainment;8;1;2;Cat_6;D
459397;Hombre;1;55;1;Artista;4;2;2;Cat_6;A
459398;Mujer;1;58;0;Abogado;0;3;2;Cat_6;B
459401;Hombre;0;28;0;Personal de salud;1;1;3;;C
459403;Hombre;1;48;1;Artista;0;2;4;Cat_7;B
459405;Mujer;1;78;0;Doctor;1;3;2;Cat_6;B
459407;Mujer;0;35;1;Doctor;1;1;3;Cat_6;A
459409;Mujer;1;76;1;Abogado;0;3;2;Cat_6;B
459410;Mujer;1;88;1;Abogado;1;3;2;Cat_6;A
459412;Hombre;1;61;1;Desconocida;1;2;3;Cat_6;D
459413;Mujer;1;79;1;Artista;0;3;2;Cat_6;B
459415;Hombre;0;30;0;Doctor;0;1;4;Cat_6;A
459418;Hombre;1;69;0;Ejecutivo;0;3;2;Cat_6;C
459419;Hombre;1;65;1;Doctor;1;2;2;Cat_6;B
459420;Mujer;1;70;1;Abogado;1;1;2;Cat_6;C
459421;Hombre;1;32;0;Personal de salud;0;2;4;Cat_6;D
459422;Hombre;1;46;1;Entertainment;0;1;4;Cat_6;A
459423;Hombre;0;21;0;Personal de salud;8;1;5;Cat_6;A
459424;Hombre;1;47;1;Doctor;0;1;3;Cat_6;B
459428;Mujer;0;39;0;Marketing;0;1;2;Cat_4;D
459432;Hombre;1;85;1;Abogado;0;1;3;Cat_6;C
459436;Mujer;0;66;1;Artista;0;1;2;Cat_6;A
459439;Mujer;1;50;1;Artista;1;2;2;Cat_6;A
459445;Mujer;1;42;1;Artista;0;2;3;Cat_6;B
459447;Hombre;1;53;1;Artista;9;1;1;Cat_6;C
459449;Hombre;1;37;1;Artista;0;1;2;Cat_6;A
459451;Mujer;1;45;1;Artista;1;1;2;Cat_6;D
459456;Mujer;0;66;0;Abogado;0;1;1;Cat_6;A
459458;Hombre;0;33;0;Marketing;0;1;0;Cat_6;C
459459;Hombre;1;40;1;Artista;4;1;1;Cat_6;A
459461;Mujer;1;35;1;Artista;1;1;1;Cat_1;B
459464;Hombre;0;27;1;Artista;0;1;2;Cat_6;A
459466;Mujer;1;48;1;Artista;0;2;3;Cat_4;A
459467;Mujer;1;56;1;Artista;0;2;2;Cat_6;B
459469;Hombre;1;25;1;Personal de salud;0;1;6;Cat_6;B
459471;Mujer;0;30;0;Artista;0;1;8;Cat_6;A
459480;Mujer;1;46;1;Entertainment;7;1;3;Cat_6;C
459481;Hombre;1;49;0;Abogado;0;1;2;Cat_6;C
459482;Hombre;1;72;0;Marketing;1;1;4;Cat_6;C
459485;Mujer;1;79;1;Abogado;0;3;2;Cat_6;C
459496;Mujer;0;35;1;Artista;0;1;3;Cat_6;A
459497;Mujer;1;77;1;Abogado;0;1;1;Cat_6;B
459499;Mujer;1;79;0;Abogado;0;3;2;Cat_6;C
459503;Hombre;1;42;1;Personal de salud;6;3;4;Cat_6;D
459505;Mujer;0;42;1;Ingeniero;0;1;1;Cat_6;A
459507;Hombre;1;67;0;Abogado;0;3;2;Cat_1;B
459509;Hombre;0;26;1;Personal de salud;1;1;1;Cat_6;B
459512;Hombre;1;67;1;Abogado;1;3;2;Cat_6;A
459515;Hombre;1;55;1;Ingeniero;1;1;1;Cat_6;D
459516;Mujer;0;56;1;Artista;0;2;2;Cat_6;D
459518;Hombre;1;63;0;Desconocida;0;2;4;Cat_6;A
459535;Hombre;1;46;1;Artista;8;2;2;Cat_6;C
459536;Hombre;1;32;1;Personal de salud;7;1;2;Cat_6;D
459538;Mujer;0;49;1;Constructor;13;1;1;Cat_6;B
459541;Hombre;1;59;1;Artista;1;3;2;Cat_6;C
459549;Hombre;0;22;0;Personal de salud;8;1;5;Cat_4;D
459555;Mujer;0;28;1;Artista;8;1;1;Cat_6;B
459558;Hombre;0;28;1;Entertainment;1;1;3;Cat_6;A
459564;Hombre;1;75;1;Abogado;2;1;1;Cat_6;D
459566;Mujer;1;37;1;Artista;13;1;2;Cat_6;A
459567;Hombre;1;50;1;Doctor;0;2;2;Cat_6;B
459571;Mujer;1;50;1;Ejecutivo;1;3;4;Cat_6;C
459576;Mujer;1;88;0;Abogado;0;1;0;;B
459579;Mujer;1;35;1;Artista;3;2;5;Cat_4;A
459581;Mujer;0;35;0;Desconocida;0;1;0;Cat_7;C
459582;Hombre;1;31;0;Entertainment;0;2;3;Cat_6;A
459583;Hombre;1;46;1;Artista;0;1;1;Cat_6;C
459585;Mujer;1;50;1;Artista;1;2;4;Cat_6;C
459587;Mujer;0;33;1;Artista;7;1;3;Cat_6;A
459588;Hombre;1;49;1;Artista;0;1;1;Cat_6;A
459591;Hombre;1;52;1;Artista;1;2;3;Cat_6;C
459592;Hombre;0;25;0;Personal de salud;0;1;3;Cat_6;D
459594;Mujer;1;41;1;Artista;6;1;1;Cat_6;D
459597;Mujer;1;68;1;Artista;0;3;2;Cat_6;D
459603;Mujer;1;79;0;Abogado;2;3;2;Cat_6;A
459607;Hombre;1;40;1;Entertainment;5;2;5;Cat_6;A
459608;Mujer;0;62;1;Doctor;0;1;1;Cat_6;D
459612;Hombre;0;21;0;Personal de salud;0;1;2;Cat_6;D
459616;Mujer;0;20;0;Personal de salud;0;1;4;Cat_1;D
459617;Hombre;0;28;1;Entertainment;1;1;5;Cat_6;C
459618;Hombre;1;57;1;Doctor;0;2;2;Cat_4;B
459621;Mujer;0;25;0;Personal de salud;8;1;0;;A
459625;Mujer;1;63;0;Ingeniero;8;1;1;Cat_6;B
459626;Mujer;1;26;0;Entertainment;1;1;3;Cat_6;D
459632;Mujer;1;50;0;Marketing;0;3;3;Cat_4;C
459644;Mujer;0;30;0;Marketing;9;1;4;Cat_2;D
459652;Mujer;0;26;0;Ingeniero;0;1;4;Cat_4;B
459658;Hombre;1;61;1;Artista;1;2;3;Cat_6;C
459664;Hombre;0;42;1;Artista;3;1;1;Cat_6;A
459665;Hombre;1;88;1;Artista;4;1;2;Cat_6;A
459672;Hombre;1;45;0;Artista;3;2;3;Cat_6;A
459673;Mujer;1;86;1;Abogado;1;1;1;Cat_6;C
459678;Hombre;0;18;0;Personal de salud;1;1;5;Cat_6;A
459680;Hombre;0;37;1;Entertainment;0;1;1;Cat_6;B
459686;Hombre;1;46;1;Artista;1;1;1;Cat_6;A
459691;Hombre;1;58;0;Artista;0;2;2;Cat_6;D
459692;Mujer;1;72;1;Abogado;8;3;2;Cat_6;A
459693;Mujer;1;50;1;Artista;0;3;3;;C
459699;Mujer;0;56;1;Ingeniero;8;2;3;Cat_6;A
459701;Hombre;0;46;0;Artista;3;1;3;Cat_5;D
459710;Hombre;1;57;1;Artista;0;1;1;Cat_6;D
459711;Hombre;1;42;0;Ejecutivo;9;3;6;Cat_6;D
459712;Hombre;0;20;0;Personal de salud;0;1;4;Cat_6;D
459713;Hombre;0;19;0;Personal de salud;0;1;3;Cat_6;C
459715;Hombre;0;19;0;Personal de salud;4;1;4;Cat_6;D
459718;Hombre;1;68;1;Ejecutivo;1;1;1;Cat_6;B
459725;Mujer;1;40;1;Artista;0;1;2;Cat_6;A
459727;Hombre;1;82;0;Abogado;0;3;2;Cat_6;D
459740;Mujer;0;23;0;Personal de salud;1;1;3;Cat_6;D
459742;Mujer;1;84;0;Abogado;1;3;2;Cat_6;D
459745;Hombre;1;51;0;Artista;0;1;4;Cat_1;C
459746;Hombre;0;59;1;Artista;1;2;2;Cat_6;B
459747;Mujer;1;41;1;Artista;1;2;5;Cat_6;C
459748;Hombre;1;51;0;Ejecutivo;1;3;2;Cat_6;B
459755;Mujer;1;62;0;Artista;0;2;3;Cat_6;C
459756;Mujer;1;62;0;Abogado;1;3;4;Cat_4;C
459760;Mujer;1;38;1;Artista;8;1;1;Cat_6;A
459763;Hombre;0;18;0;Artista;0;1;4;Cat_4;D
459767;Hombre;0;22;0;Personal de salud;3;1;4;Cat_6;D
459771;Mujer;0;30;1;Doctor;0;1;3;Cat_3;A
459779;Mujer;1;62;1;Entertainment;1;1;1;Cat_6;B
459780;Mujer;0;43;0;Entertainment;1;1;3;Cat_6;A
459785;Mujer;0;32;1;Ingeniero;0;1;1;Cat_3;D
459793;Hombre;1;37;1;Artista;1;3;0;Cat_6;B
459795;Hombre;0;48;1;Artista;1;1;1;Cat_6;B
459801;Mujer;0;31;1;Ingeniero;4;1;2;Cat_6;B
459804;Hombre;1;46;0;Artista;4;3;4;Cat_6;C
459806;Mujer;1;49;0;Ingeniero;1;2;4;Cat_6;A
459808;Hombre;1;43;0;Doctor;0;2;4;Cat_6;A
459815;Hombre;0;42;1;Artista;8;1;1;Cat_6;A
459816;Hombre;1;37;1;Doctor;0;1;2;Cat_6;A
459819;Hombre;1;72;1;Entertainment;0;3;2;Cat_6;C
459821;Hombre;0;71;0;Ejecutivo;0;3;1;;A
459822;Mujer;0;39;1;Ingeniero;1;1;1;Cat_4;D
459825;Hombre;0;20;0;Personal de salud;0;1;5;Cat_2;D
459827;Mujer;0;26;0;Desconocida;0;1;1;Cat_7;A
459832;Hombre;1;72;1;Ejecutivo;1;1;1;Cat_6;D
459845;Hombre;1;70;1;Personal de salud;0;1;1;Cat_4;B
459851;Hombre;0;45;1;Artista;2;1;1;Cat_6;C
459853;Hombre;0;33;0;Ejecutivo;7;1;5;Cat_6;D
459856;Hombre;1;50;0;Entertainment;0;2;3;Cat_6;C
459857;Hombre;0;31;1;Entertainment;6;1;1;Cat_6;A
459861;Mujer;1;74;0;Abogado;1;3;2;Cat_6;B
459864;Mujer;1;68;0;Artista;0;3;2;Cat_6;A
459866;Mujer;0;49;1;Artista;0;1;1;Cat_6;D
459867;Hombre;1;49;1;Marketing;0;3;2;Cat_6;C
459869;Mujer;0;18;0;Personal de salud;1;1;3;Cat_6;A
459871;Mujer;1;85;0;Entertainment;2;2;2;Cat_6;C
459885;Mujer;0;38;1;Entertainment;0;1;4;Cat_6;A
459886;Hombre;1;28;0;Artista;0;1;4;Cat_6;A
459887;Hombre;1;46;0;Artista;3;2;2;;D
459889;Hombre;1;59;1;Constructor;9;2;3;Cat_6;B
459897;Mujer;1;56;1;Artista;0;1;2;Cat_6;B
459909;Hombre;1;69;1;Artista;0;1;1;Cat_6;C
459910;Hombre;1;66;1;Artista;0;1;2;Cat_6;C
459911;Hombre;0;18;0;Personal de salud;4;1;6;Cat_2;D
459914;Hombre;0;36;1;Artista;4;1;1;Cat_4;A
459923;Hombre;0;31;1;Marketing;1;1;2;Cat_3;B
459925;Hombre;1;67;0;Ejecutivo;1;3;2;Cat_4;D
459937;Mujer;0;39;1;Artista;7;1;1;Cat_6;D
459943;Hombre;0;42;1;Entertainment;4;1;3;Cat_6;C
459945;Hombre;1;50;1;Artista;0;1;2;Cat_6;A
459946;Mujer;1;37;1;Artista;0;2;2;Cat_6;D
459949;Mujer;0;59;1;Artista;0;1;1;Cat_6;C
459953;Hombre;1;50;1;Artista;8;1;2;Cat_6;D
459961;Hombre;1;48;1;Artista;8;1;3;Cat_2;B
459962;Hombre;1;55;1;Artista;9;1;1;Cat_6;B
459966;Mujer;0;33;1;Doctor;1;1;3;Cat_6;A
459968;Hombre;0;38;1;Artista;13;1;1;Cat_7;A
459970;Hombre;0;43;1;Artista;0;1;2;Cat_6;A
459973;Mujer;0;53;1;Artista;0;1;2;Cat_6;A
459974;Hombre;0;37;1;Entertainment;0;1;1;Cat_6;B
459975;Mujer;0;36;1;Artista;5;1;1;Cat_6;A
459981;Hombre;0;36;1;Artista;5;1;1;Cat_6;A
459986;Hombre;1;62;1;Artista;1;1;1;Cat_6;D
459995;Mujer;0;38;0;Artista;2;1;2;Cat_6;B
459996;Hombre;0;55;1;Entertainment;1;1;1;Cat_6;B
459998;Hombre;1;60;0;Entertainment;1;2;2;Cat_6;C
460004;Mujer;1;36;1;Entertainment;7;2;2;Cat_5;A
460006;Hombre;0;30;0;Entertainment;5;1;9;Cat_3;D
460014;Mujer;0;66;0;Entertainment;4;1;3;Cat_6;A
460023;Hombre;1;45;1;Entertainment;1;1;1;Cat_6;D
460027;Mujer;0;40;1;Entertainment;6;1;0;Cat_6;C
460033;Mujer;0;45;1;Entertainment;5;1;3;Cat_6;D
460036;Hombre;1;41;1;Desconocida;2;1;1;Cat_6;B
460040;Mujer;1;62;1;Constructor;4;1;1;Cat_5;A
460045;Hombre;1;61;1;Artista;1;1;2;Cat_6;C
460046;Mujer;1;50;1;Artista;4;1;2;Cat_6;D
460050;Hombre;1;53;1;Entertainment;3;1;2;Cat_6;A
460051;Hombre;0;39;1;Artista;7;1;1;Cat_6;A
460052;Mujer;0;86;1;Abogado;0;1;1;Cat_3;D
460058;Hombre;1;50;1;Artista;1;1;1;Cat_4;B
460059;Mujer;0;46;0;Entertainment;4;1;0;Cat_4;A
460061;Hombre;0;52;1;Marketing;0;1;1;Cat_3;B
460066;Mujer;0;45;0;Marketing;0;1;1;Cat_6;B
460068;Mujer;0;37;1;Artista;9;1;1;Cat_6;A
460073;Mujer;1;36;1;Ingeniero;3;1;1;Cat_6;B
460075;Mujer;0;25;1;Artista;0;1;1;Cat_6;D
460079;Mujer;0;40;0;Doctor;1;1;1;Cat_6;B
460081;Hombre;1;41;1;Artista;11;3;2;Cat_6;A
460088;Mujer;1;25;1;Constructor;0;3;2;Cat_6;B
460090;Hombre;1;80;0;Abogado;4;2;2;Cat_6;B
460093;Mujer;0;46;1;Artista;3;1;1;Cat_3;A
460095;Mujer;1;81;1;Abogado;1;1;1;Cat_6;D
460097;Hombre;0;40;1;Artista;0;1;2;Cat_3;B
460099;Hombre;0;49;1;Desconocida;1;1;1;Cat_3;A
460101;Mujer;0;26;1;Personal de salud;8;1;3;Cat_3;D
460103;Hombre;0;26;1;Artista;1;1;1;Cat_4;D
460105;Mujer;0;47;1;Artista;0;1;1;Cat_4;A
460106;Mujer;1;71;1;Entertainment;0;1;0;Cat_6;A
460107;Hombre;1;48;1;Ingeniero;1;2;5;Cat_6;C
460108;Hombre;1;39;1;Artista;1;2;3;Cat_2;B
460109;Hombre;1;50;1;Artista;8;2;2;Cat_6;B
460110;Mujer;0;46;1;Artista;1;1;2;;B
460112;Hombre;1;26;1;Ingeniero;8;2;2;Cat_3;D
460116;Mujer;1;42;1;Desconocida;1;1;2;Cat_6;D
460118;Mujer;1;36;1;Artista;4;1;2;Cat_6;D
460119;Hombre;0;29;1;Personal de salud;1;1;4;Cat_6;D
460122;Mujer;0;39;0;Artista;1;1;1;Cat_6;A
460124;Mujer;0;41;1;Artista;0;1;3;Cat_6;B
460126;Mujer;1;48;1;Marketing;8;1;0;Cat_6;C
460134;Hombre;1;40;1;Entertainment;9;3;3;Cat_6;C
460135;Mujer;0;25;1;Personal de salud;4;1;3;Cat_6;A
460140;Mujer;1;41;1;Artista;7;1;2;Cat_6;A
460141;Hombre;0;37;1;Artista;11;1;1;Cat_6;A
460144;Mujer;0;53;1;Doctor;0;1;0;Cat_3;A
460146;Mujer;1;51;1;Ingeniero;0;2;3;Cat_3;A
460147;Hombre;1;73;1;Entertainment;1;2;3;Cat_6;D
460157;Hombre;1;61;0;Desconocida;1;1;5;Cat_4;D
460160;Hombre;0;39;1;Entertainment;5;1;1;Cat_3;A
460162;Mujer;0;19;0;Personal de salud;0;1;4;Cat_2;D
460166;Mujer;0;19;0;Personal de salud;0;1;7;Cat_2;A
460167;Mujer;0;23;0;Entertainment;1;1;5;Cat_2;D
460168;Hombre;1;83;1;Ejecutivo;0;3;2;Cat_2;A
460171;Mujer;1;62;1;Artista;1;3;2;Cat_6;C
460174;Mujer;0;43;1;Artista;9;1;4;Cat_6;C
460175;Mujer;0;27;0;Artista;0;1;5;Cat_2;A
460177;Hombre;0;50;1;Artista;0;1;1;Cat_6;B
460179;Mujer;0;23;0;Entertainment;0;1;6;Cat_2;D
460183;Hombre;0;35;0;Entertainment;9;1;2;Cat_6;D
460185;Hombre;0;32;0;Personal de salud;9;1;3;Cat_6;D
460187;Mujer;0;42;1;Doctor;2;1;3;Cat_6;C
460189;Hombre;0;33;0;Entertainment;13;1;1;Cat_6;A
460190;Mujer;0;28;1;Entertainment;9;1;3;Cat_6;D
460192;Hombre;1;35;1;Desconocida;1;1;2;Cat_7;A
460196;Mujer;0;35;1;Personal de salud;9;1;2;Cat_6;D
460206;Mujer;1;39;1;Entertainment;0;1;2;Cat_6;A
460211;Hombre;1;28;0;Artista;6;1;1;Cat_6;A
460212;Hombre;1;35;1;Entertainment;11;1;6;Cat_6;A
460214;Mujer;1;45;1;Ingeniero;0;2;2;Cat_6;C
460222;Mujer;0;73;1;Abogado;4;3;0;Cat_6;A
460223;Hombre;0;52;0;Entertainment;1;1;1;Cat_6;A
460227;Hombre;0;28;0;Personal de salud;0;1;3;Cat_6;A
460242;Hombre;1;38;1;Personal de salud;9;1;3;Cat_6;A
460243;Mujer;0;42;1;Entertainment;8;1;1;Cat_6;C
460247;Mujer;0;26;0;Doctor;9;1;0;Cat_6;B
460248;Mujer;0;27;1;Personal de salud;7;1;2;Cat_6;B
460252;Hombre;1;41;1;Artista;0;1;2;Cat_6;B
460263;Hombre;1;41;1;Artista;1;1;2;Cat_6;B
460265;Hombre;1;47;1;Ejecutivo;0;3;4;Cat_6;D
460270;Hombre;0;35;1;Doctor;8;1;1;Cat_6;A
460272;Mujer;0;88;1;Abogado;0;1;1;Cat_6;B
460275;Mujer;0;46;1;Artista;6;1;1;Cat_6;B
460276;Mujer;1;41;1;Artista;3;1;2;Cat_6;A
460281;Mujer;0;30;1;Doctor;10;1;5;Cat_6;B
460283;Hombre;1;43;1;Doctor;12;1;2;Cat_6;A
460284;Mujer;0;29;1;Entertainment;9;1;2;Cat_6;A
460287;Hombre;1;48;1;Artista;1;1;1;Cat_6;B
460289;Mujer;1;61;1;Artista;4;2;6;Cat_4;B
460298;Mujer;0;51;1;Abogado;2;1;1;Cat_6;B
460303;Mujer;0;38;1;Artista;2;1;1;;A
460305;Mujer;0;49;1;Entertainment;0;3;1;Cat_6;A
460306;Mujer;0;43;1;Personal de salud;9;1;1;Cat_6;D
460310;Hombre;0;27;0;Personal de salud;14;1;4;Cat_6;A
460315;Mujer;0;35;0;Doctor;14;1;6;Cat_7;A
460319;Mujer;1;39;0;Doctor;4;2;2;Cat_7;B
460322;Mujer;1;52;0;Ingeniero;9;1;0;Cat_6;B
460323;Mujer;0;38;1;Ingeniero;10;1;1;Cat_6;B
460324;Mujer;0;30;1;Entertainment;12;1;2;Cat_6;D
460327;Mujer;0;43;1;Artista;10;1;1;Cat_6;D
460333;Mujer;0;42;0;Entertainment;10;1;4;Cat_6;D
460336;Mujer;0;46;1;Artista;2;1;1;Cat_7;B
460340;Mujer;0;47;1;Artista;11;1;2;Cat_6;B
460341;Mujer;0;32;0;Entertainment;13;1;5;Cat_7;B
460344;Mujer;1;53;1;Artista;11;2;2;Cat_6;D
460346;Mujer;1;43;1;Artista;12;2;0;Cat_6;A
460348;Mujer;0;39;1;Artista;0;1;2;Cat_6;A
460349;Hombre;0;42;1;Artista;3;2;2;Cat_6;A
